"Label Name","Catalog #",UPC,"Release Name","Release Version","Release Artist","Release Date","Release Genre","Release Subgenre",Track,ISRC,"Song Name","Mix Version","Primary Artists","Featuring Artists",Remixers,"Track Length","Song Genre","Song Subgenre"
"Doubtless Productions",CAT1691035,199891832200,2026,,Periscope,2026-04-01,Instrumental,Instrumental,1,USLZJ2617503,2026,,Periscope,,,01:27,Instrumental,Instrumental
"Doubtless Productions",CAT1581257,199891152186,"Blue Hearts",,"Metö II",2025-12-31,Pop,Pop,1,QZZEB2535301,"Blue Hearts",,"Metö II",,,02:45,Pop,Pop
"Doubtless Productions",CAT1581247,199891152148,"CRUEL WORLD",,"Lyrical forge",2025-12-19,"Hip Hop/Rap","Hip Hop/Rap",1,QZZEB2535281,"Cruel World",,"Lyrical forge",,,02:30,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT1522392,199502792053,"TO YOUR HORROR",,"Black Out Sirens",2025-10-31,Rock,"Hard Rock",3,QZZEB2486916,LABYRINTH,,"Black Out Sirens",,,02:50,Alternative,Grunge
"Doubtless Productions",CAT1522392,199502792053,"TO YOUR HORROR",,"Black Out Sirens",2025-10-31,Rock,"Hard Rock",4,QZWV32539302,AKIRA,,"Black Out Sirens",,,03:01,Alternative,Grunge
"Doubtless Productions",CAT1522392,199502792053,"TO YOUR HORROR",,"Black Out Sirens",2025-10-31,Rock,"Hard Rock",2,QZZ8B2547779,THROAT,,"Black Out Sirens",,,03:19,Rock,"Hard Rock"
"Doubtless Productions",CAT1522392,199502792053,"TO YOUR HORROR",,"Black Out Sirens",2025-10-31,Rock,"Hard Rock",1,QZZ8B2547781,"TO YOUR HORROR",,"Black Out Sirens",,,02:01,Rock,"Hard Rock"
"Doubtless Productions",CAT1391440,199257944981,AKIRA,,"Black Out Sirens",2025-08-01,Alternative,Grunge,1,QZWV32539302,AKIRA,,"Black Out Sirens",,,03:01,Alternative,Grunge
"Doubtless Productions",CAT199514222999,199514222999,"Another Way",,Jdogg,2025-07-11,"Hip Hop/Rap","Hip Hop/Rap",1,QZWFE2527237,"Another Way",,"Jdogg,Lyrical forge,Abishai",,,03:54,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT1280856,198937972092,TAPE-03,,Periscope,2025-05-09,Instrumental,Instrumental,1,GBRKQ2572859,TAPE-03,,Periscope,,,01:43,Instrumental,Instrumental
"Doubtless Productions",CAT1275931,198937927122,TAPE-02,,Periscope,2025-04-08,Instrumental,Instrumental,1,GBRKQ2549741,TAPE-02,,Periscope,,,01:50,Instrumental,Instrumental
"Doubtless Productions",CAT1289187,199257047040,"Faith In You",,"Lyrical forge",2025-03-25,"Christian & Gospel","Christian Rap",1,GBWUL2509289,"Faith In You",,"Lyrical forge",,,03:13,"Christian & Gospel","Christian Rap"
"Doubtless Productions",CAT1275919,198937926934,TAPE-01,,Periscope,2025-03-18,Instrumental,Instrumental,1,GBRKQ2549718,TAPE-01,,Periscope,,,01:57,Instrumental,Instrumental
"Doubtless Productions",CAT1249827,198937665543,CHOSEN,,"Lyrical forge",2025-02-14,"Hip Hop/Rap",Rap,1,QZ5FN2594777,CHOSEN,,"Lyrical forge",,,02:18,"Hip Hop/Rap",Rap
"Doubtless Productions",CAT1218535,198937336283,LABYRINTH,,"Black Out Sirens",2025-01-17,Alternative,Grunge,1,QZZEB2486916,LABYRINTH,,"Black Out Sirens",,,02:50,Alternative,Grunge
"Doubtless Productions",CAT1214984,198937295931,Brooklyn,,Periscope,2025-01-10,Instrumental,Instrumental,1,QZZEB2462906,Brooklyn,,Periscope,,,02:21,Instrumental,Instrumental
"Doubtless Productions",CAT1190424,198937041682,COVENANT,,"Tonie Phantom",2024-12-10,Electronic,"Hard Techno",1,QZZ8B2431882,SERAPHIM,,"Tonie Phantom",,,05:45,Electronic,"Hard Techno"
"Doubtless Productions",CAT1190424,198937041682,COVENANT,,"Tonie Phantom",2024-12-10,Electronic,"Hard Techno",2,QZZ8B2431886,"In The Underground",,"Tonie Phantom",,,07:31,Electronic,"Hard Techno"
"Doubtless Productions",CAT1190424,198937041682,COVENANT,,"Tonie Phantom",2024-12-10,Electronic,"Hard Techno",3,QZTRX2409027,"Holy Trinity",,"Tonie Phantom",,,06:34,Electronic,"Hard Techno"
"Doubtless Productions",CAT1190424,198937041682,COVENANT,,"Tonie Phantom",2024-12-10,Electronic,"Hard Techno",4,QZZ8A2381741,Afterlife,,"Tonie Phantom",,,05:03,Electronic,"Hard Techno"
"Doubtless Productions",CAT1197542,198937115321,SERAPHIM,,"Tonie Phantom",2024-12-10,Electronic,"Hard Techno",1,QZZ8B2467883,SERAPHIM,,"Tonie Phantom",,,05:45,Electronic,"Hard Techno"
"Doubtless Productions",CAT1197555,198937115413,"In The Underground",,"Tonie Phantom",2024-12-10,Electronic,"Hard Techno",1,QZZ8B2467893,"In The Underground",,"Tonie Phantom",,,07:31,Electronic,"Hard Techno"
"Doubtless Productions",CAT1086447,198622070492,"So Phony",,"Metö II",2024-08-02,R&B/Soul,"Contemporary R&B",1,QZWDD2446616,"So Phony",,"Metö II",,,02:05,R&B/Soul,"Contemporary R&B"
"Doubtless Productions",CAT197851090219,197851090219,GEN3SIS,,"Metö II",2024-07-12,R&B/Soul,"Contemporary R&B",1,QZK6G2333038,GEN3SIS,Intro,"Metö II",,,01:00,R&B/Soul,"Contemporary R&B"
"Doubtless Productions",CAT197851090219,197851090219,GEN3SIS,,"Metö II",2024-07-12,R&B/Soul,"Contemporary R&B",2,QZK6G2333039,LOVESICK,,"Metö II",,,03:27,R&B/Soul,"Contemporary R&B"
"Doubtless Productions",CAT197851090219,197851090219,GEN3SIS,,"Metö II",2024-07-12,R&B/Soul,"Contemporary R&B",3,QZK6G2333040,"LIVE MY LIFE",Outro,"Metö II",,,00:40,R&B/Soul,"Contemporary R&B"
"Doubtless Productions",VIDCAT10091,198622089982,LOVESICK,"Official Video","Metö II",2024-07-12,R&B/Soul,"Contemporary R&B",1,QZWDD2455750,LOVESICK,"Official Video","Metö II",,,,R&B/Soul,"Contemporary R&B"
"Doubtless Productions",CAT1083953,198622044875,"Picking Thorns",,"Case Study",2024-07-05,Punk,Punk,1,QZWDD2434842,"Picking Thorns",,"Case Study",,,02:58,Punk,Punk
"Doubtless Productions",CAT1083953,198622044875,"Picking Thorns",,"Case Study",2024-07-05,Punk,Punk,2,QZTRX2442802,"909 (She's So Fine)",,"Case Study",,,02:55,Punk,Punk
"Doubtless Productions",CAT1083953,198622044875,"Picking Thorns",,"Case Study",2024-07-05,Punk,Punk,3,QZWDD2444548,Dependent,,"Case Study",,,04:10,Punk,Punk
"Doubtless Productions",CAT1052588,198342645697,"Holy Trinity",,"Tonie Phantom",2024-05-10,Electronic,Electronic,1,QZTRX2409027,"Holy Trinity",,"Tonie Phantom",,,06:34,Electronic,Electronic
"Doubtless Productions",CAT1056677,198342701133,"909 (She's So Fine)",,"Case Study",2024-05-10,Alternative,"Pop Punk",1,QZTRX2442802,"909 (She's So Fine)",,"Case Study",,,02:55,Alternative,"Pop Punk"
"Doubtless Productions",CAT1018594,198342273265,"The Road Best Traveled",,Periscope,2024-04-12,Instrumental,Instrumental,1,GBRKQ2425808,L.I.P.S,,Periscope,,,01:46,Instrumental,Instrumental
"Doubtless Productions",CAT1018594,198342273265,"The Road Best Traveled",,Periscope,2024-04-12,Instrumental,Instrumental,2,GBRKQ2425812,NWH,,Periscope,,,01:22,Instrumental,Instrumental
"Doubtless Productions",CAT1018594,198342273265,"The Road Best Traveled",,Periscope,2024-04-12,Instrumental,Instrumental,3,GBRKQ2425813,North,,Periscope,,,02:04,Instrumental,Instrumental
"Doubtless Productions",CAT1018594,198342273265,"The Road Best Traveled",,Periscope,2024-04-12,Instrumental,Instrumental,4,GBRKQ2425814,South,,Periscope,,,01:41,Instrumental,Instrumental
"Doubtless Productions",CAT967019,197999686329,Soulshine,,Periscope,2024-02-02,Instrumental,Instrumental,1,QZZEB2350902,Soulshine,,Periscope,,,01:42,Instrumental,Instrumental
"Doubtless Productions",CAT955775,197999537355,"Old Souls",,Periscope,2024-01-12,Instrumental,Instrumental,1,QZZ8B2363512,"Old Souls",,Periscope,,,01:44,Instrumental,Instrumental
"Doubtless Productions",CAT945923,197999403308,Afterlife,,"Tonie Phantom",2024-01-05,Electronic,Techno,1,QZZ8A2381741,Afterlife,,"Tonie Phantom",,,05:03,Electronic,Techno
"Doubtless Productions",CAT934459,197999231413,"Night Rider",,Periscope,2023-10-27,Alternative,"Indie Pop",1,QZWV32373939,"Night Rider",,Periscope,,,02:09,Alternative,"Indie Pop"
"Doubtless Productions",CAT912271,197773914112,Time,,Periscope,2023-09-22,Alternative,"Indie Pop",1,QZWDD2388736,Time,,Periscope,,,03:00,Alternative,"Indie Pop"
"Doubtless Productions",CAT882214,197773432791,"Not Alright",,Periscope,2023-07-28,Instrumental,Instrumental,1,QZTV32313166,"Not Alright",,Periscope,,,02:13,Instrumental,Instrumental
"Doubtless Productions",CAT837391,197368949178,Lilac,,Periscope,2023-06-23,Instrumental,Instrumental,1,GBWUL2308457,Lilac,,Periscope,,,02:19,Instrumental,Instrumental
"Doubtless Productions",CAT837380,197368949062,Benson,,Periscope,2023-06-16,Instrumental,Instrumental,1,GBWUL2308435,Benson,,Periscope,,,02:08,Instrumental,Instrumental
"Doubtless Productions",CAT837370,197368948966,Sarah,,Periscope,2023-05-26,Instrumental,Instrumental,1,GBWUL2308420,Sarah,,Periscope,,,01:42,Instrumental,Instrumental
"Doubtless Productions",CAT755802,197368128108,Elton,,Periscope,2023-01-27,Alternative,"Indie Pop",1,QZ5FN2321297,Elton,,Periscope,,,02:30,Alternative,"Indie Pop"
"Doubtless Productions",CAT748851,197271157288,"Chill N Low",,Periscope,2022-12-16,Alternative,Alternative,1,QZTAX2292947,West,,Periscope,,,02:00,Alternative,Alternative
"Doubtless Productions",CAT748851,197271157288,"Chill N Low",,Periscope,2022-12-16,Alternative,Alternative,2,QZTAX2292948,TW,,Periscope,,,02:24,Alternative,Alternative
"Doubtless Productions",CAT748851,197271157288,"Chill N Low",,Periscope,2022-12-16,Alternative,Alternative,3,QZTAX2292949,Gamble,,Periscope,,,02:55,Alternative,Alternative
"Doubtless Productions",CAT748851,197271157288,"Chill N Low",,Periscope,2022-12-16,Alternative,Alternative,4,QZTAX2292950,Cash,,Periscope,,,01:38,Alternative,Alternative
"Doubtless Productions",CAT748851,197271157288,"Chill N Low",,Periscope,2022-12-16,Alternative,Alternative,5,QZTAX2292951,Interlude,,Periscope,,,00:48,Alternative,Alternative
"Doubtless Productions",CAT748851,197271157288,"Chill N Low",,Periscope,2022-12-16,Alternative,Alternative,6,QZTAX2292952,GTO,,Periscope,,,02:18,Alternative,Alternative
"Doubtless Productions",CAT748851,197271157288,"Chill N Low",,Periscope,2022-12-16,Alternative,Alternative,7,QZTAX2292953,"Your Way",,Periscope,,,02:18,Alternative,Alternative
"Doubtless Productions",CAT748851,197271157288,"Chill N Low",,Periscope,2022-12-16,Alternative,Alternative,8,QZTAX2292954,"You And Me",,Periscope,,,01:36,Alternative,Alternative
"Doubtless Productions",CAT748851,197271157288,"Chill N Low",,Periscope,2022-12-16,Alternative,Alternative,9,QZTAX2292955,Lamar,,Periscope,,,02:37,Alternative,Alternative
"Doubtless Productions",CAT748851,197271157288,"Chill N Low",,Periscope,2022-12-16,Alternative,Alternative,10,QZTAX2292956,Catch,,Periscope,,,02:25,Alternative,Alternative
"Doubtless Productions",CAT728407,197273527492,Outside,,Periscope,2022-10-14,"Hip Hop/Rap","Alternative Rap",1,QZRP42229259,Outside,,Periscope,,,02:07,"Hip Hop/Rap","Alternative Rap"
"Doubtless Productions",CAT728408,197146955643,Everlast,,Periscope,2022-09-30,Alternative,Alternative,1,QZNWU2266299,Everlast,,Periscope,,,02:08,Alternative,Alternative
"Doubtless Productions",CAT728409,197147127025,"A New Day",,Periscope,2022-09-23,Alternative,Alternative,1,QZNWU2247453,"A New Day",,Periscope,,,02:33,Alternative,Alternative
"Doubtless Productions",CAT728410,197147140673,"Elevator Music",,Periscope,2022-09-16,Instrumental,Instrumental,1,QZNWU2200582,"Elevator Music",,Periscope,,,02:56,Instrumental,Instrumental
"Doubtless Productions",CAT728411,197086962329,"Two Tone",,Periscope,2022-08-05,"Hip Hop/Rap","Hip Hop/Rap",1,QZMEM2206145,"Two Tone",,Periscope,,,02:12,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT728412,197044458383,"The Man",,Periscope,2022-07-15,"Hip Hop/Rap","Alternative Rap",1,QZK6L2220426,"The Man",,Periscope,,,03:02,"Hip Hop/Rap","Alternative Rap"
"Doubtless Productions",CAT728415,196863280298,"Walk Away",,Periscope,2022-06-17,"Hip Hop/Rap","Alternative Rap",1,QZHN92282996,"Walk Away",,Periscope,,,02:27,"Hip Hop/Rap","Alternative Rap"
"Doubtless Productions",CAT728417,196865820423,"In The Morning",,Periscope,2022-06-03,"Hip Hop/Rap","Alternative Rap",1,QZHNC2264928,"In The Morning",,Periscope,,,03:06,"Hip Hop/Rap","Alternative Rap"
"Doubtless Productions",CAT728418,196864508162,"Lofi Lane",,Periscope,2022-05-27,Instrumental,Instrumental,1,QZHNB2259355,"Lofi Lane",,Periscope,,,03:08,Instrumental,Instrumental
"Doubtless Productions",CAT749507,196698309485,"Ain't Shit",,"Big Spoon",2022-01-21,"Hip Hop/Rap","Dirty South",1,QZFYY2286594,"Ain't Shit",,"Big Spoon",Godemis,,03:06,"Hip Hop/Rap","Dirty South"
"Doubtless Productions",CAT749508,196622245469,"The Manhattan Project",,"Big Spoon",2022-01-01,"Hip Hop/Rap","Hip Hop/Rap",1,QZFYX2257175,"Dirt Road",,"Big Spoon",,,00:59,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT749508,196622245469,"The Manhattan Project",,"Big Spoon",2022-01-01,"Hip Hop/Rap","Hip Hop/Rap",2,QZFYX2173017,"Not Perfect",,"Big Spoon",,,03:26,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT749508,196622245469,"The Manhattan Project",,"Big Spoon",2022-01-01,"Hip Hop/Rap","Hip Hop/Rap",3,QZHN92120416,Glass,,"Big Spoon","Jaycee From Kaycee",,02:29,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT749508,196622245469,"The Manhattan Project",,"Big Spoon",2022-01-01,"Hip Hop/Rap","Hip Hop/Rap",4,QZDA52187732,Mamma,,"Big Spoon",,,03:38,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT749508,196622245469,"The Manhattan Project",,"Big Spoon",2022-01-01,"Hip Hop/Rap","Hip Hop/Rap",5,QZDA52188552,NTC,,"Big Spoon",,,02:01,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT749508,196622245469,"The Manhattan Project",,"Big Spoon",2022-01-01,"Hip Hop/Rap","Hip Hop/Rap",6,QZFYY2128982,"Fatal Attraction",,"Big Spoon",,,02:54,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT749508,196622245469,"The Manhattan Project",,"Big Spoon",2022-01-01,"Hip Hop/Rap","Hip Hop/Rap",7,QZFZ52188771,"Billy Goat",,"Big Spoon",,,02:40,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT749508,196622245469,"The Manhattan Project",,"Big Spoon",2022-01-01,"Hip Hop/Rap","Hip Hop/Rap",8,QZHN92117977,HangWithUs,,"Big Spoon","G_Baby,Jaycee From Kaycee",,02:59,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT749508,196622245469,"The Manhattan Project",,"Big Spoon",2022-01-01,"Hip Hop/Rap","Hip Hop/Rap",9,QZHN92120420,Underated,,"Big Spoon","Aluim,Dakota Hylton",,04:24,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT749508,196622245469,"The Manhattan Project",,"Big Spoon",2022-01-01,"Hip Hop/Rap","Hip Hop/Rap",10,QZDA62114335,Venamous,,"Big Spoon","Seuss Mace",,02:57,"Hip Hop/Rap","Hip Hop/Rap"
"Doubtless Productions",CAT1450682,,"Doubtless x Bowler Audio Present Live @ The Wayfarer",,"Black Out Sirens",,Rock,Rock,1,,,,"Black Out Sirens,TheHazards,CoastRed",,,,Rock,Rock
"Doubtless Productions",CAT1450682,,"Doubtless x Bowler Audio Present Live @ The Wayfarer",,"Black Out Sirens",,Rock,Rock,2,,,,"Black Out Sirens,TheHazards,CoastRed",,,,Rock,Rock
"Doubtless Productions",CAT1450682,,"Doubtless x Bowler Audio Present Live @ The Wayfarer",,"Black Out Sirens",,Rock,Rock,3,,,,"Black Out Sirens,TheHazards,CoastRed",,,,Rock,Rock
"Doubtless Productions",CAT1450682,,"Doubtless x Bowler Audio Present Live @ The Wayfarer",,"Black Out Sirens",,Rock,Rock,4,,,,"Black Out Sirens,TheHazards,CoastRed",,,,Rock,Rock
"Doubtless Productions",CAT1450682,,"Doubtless x Bowler Audio Present Live @ The Wayfarer",,"Black Out Sirens",,Rock,Rock,5,,,,"Black Out Sirens,TheHazards,CoastRed",,,,Rock,Rock
"Doubtless Productions",CAT1450682,,"Doubtless x Bowler Audio Present Live @ The Wayfarer",,"Black Out Sirens",,Rock,Rock,6,,,,"Black Out Sirens,TheHazards,CoastRed",,,,Rock,Rock
